03/08/2019 20:25,Plain Papadum,2,0.8,6
03/08/2019 20:25,King Prawn Balti,1,12.95,6
03/08/2019 20:09,Chicken Chilli Garlic,1,9.95,5
03/08/2019 20:09,Lamb Biryani,1,9.95,5
03/08/2019 20:09,Keema Naan,1,2.95,5
03/08/2019 20:01,Plain Papadum,1,0.8,7
03/08/2019 20:01,Peshwari Naan,1,2.95,7
03/08/2019 19:41,Plain Papadum,2,0.8,4
03/08/2019 19:41,Vegetable Rice,1,3.95,4
03/08/2019 19:41,Saag - Prawn,1,9.95,4
